id,game_id,publisher_id
559,7458,369
560,10044,139
561,6505,139
562,5954,217
563,658,558
564,1895,119
565,3752,435
566,4873,328
567,10810,514
568,903,464
569,6396,498
570,11261,282
571,3841,554
572,9780,514
573,10261,17
574,4871,328
575,4930,369
576,2297,369
577,2469,138
578,8645,17
579,11091,514
580,6178,532
581,7790,82
582,9850,369
583,4662,532
584,5488,369
585,3657,498
586,4439,139
587,10770,369
588,6513,139
589,1413,475
590,1594,11
591,5112,558
592,3728,357
593,7281,369
594,3578,464
595,7443,282
596,4657,532
597,11196,288
598,5454,369
599,10147,91
600,6999,369
601,8780,452
602,9270,452
603,4938,369
604,10763,369
605,6856,82
606,1592,534
607,7000,369
608,2233,474
609,8743,452
610,8942,554
611,9534,282
612,1808,282
613,6572,369
614,7413,532
615,8218,558
616,9848,369
617,808,498
618,2059,82
619,7919,139
620,3292,399
621,3755,17
622,10762,369
623,7468,352
624,8778,452
625,4043,126
626,7446,282
627,8093,514
628,9019,17
629,4933,369
630,4091,474
631,11274,282
632,528,514
633,3254,328
634,5337,139
635,7279,369
636,5447,369
637,9025,369
638,9573,369
639,9977,139
640,11214,532
641,9397,464
642,10213,532
643,10707,369
644,1204,17
645,9255,369
646,5370,369
647,7597,369
648,8566,312
649,1981,242
650,1797,282
651,9610,369
652,3121,475
653,2980,532
654,10336,126
655,3113,474
656,4932,369
657,7495,328
658,6515,139
659,5484,369
660,2603,506
661,7008,475
662,8209,514
663,7496,328
664,6517,139
665,7343,543
666,2058,82
667,2005,45
668,1911,82
669,6392,498
670,10936,335
671,9954,139
672,707,139
673,5721,282
674,10996,17
675,9616,514
676,6524,139
677,1811,282
678,5474,369
679,8561,139
680,10746,17
681,8843,498
682,4896,474
683,10491,514
684,1852,352
685,11262,282
686,10222,532
687,7273,369
688,7600,352
689,8805,352
690,5443,369
691,7268,369
692,8765,246
693,6420,37
694,7124,328
695,4891,474
696,1788,328
697,7706,532
698,8725,464
699,7084,532
700,6523,139
701,5328,139
702,28,369
703,6441,139
704,1916,139
705,1187,17
706,3246,328
707,10317,330
708,3164,369
709,2522,464
710,9337,369
711,6031,330
712,9564,17
713,8564,369
714,2366,139
715,8758,452
716,8941,538
717,2057,82
718,1102,139
719,2633,54
720,809,498
721,4138,464
722,7614,369
723,8711,369
724,4921,369
725,10214,532
726,1637,554
727,9011,296
728,6460,139
729,1966,139
730,10850,126
731,8201,514
732,267,369
733,2383,54
734,4489,464
735,10195,532
736,11119,17
737,6027,13
738,10658,452
739,9611,369
740,5486,369
741,9852,369
742,5954,139
743,7752,514
744,9979,139
745,6150,514
746,7006,464
747,10337,126
748,5472,369
749,3432,330
750,2031,17
751,5122,296
752,9000,296
753,5546,498
754,6509,139
755,11192,369
756,7668,464
757,11245,282
758,6035,330
759,4135,464
760,5585,139
761,10807,514
762,4044,126
763,8963,369
764,3044,139
765,2601,514
766,9853,369
767,8510,17
768,9824,464
769,10441,13
770,8589,464
771,5186,464
772,6439,139
773,7152,126
774,1412,475
775,3614,17
776,5481,369
777,4422,464
778,7705,532
779,4898,474
780,7185,369
781,4310,464
782,3648,539
783,1985,352
784,6472,139
785,4025,369
786,44,514
787,10998,17
788,4488,464
789,4653,474
790,8263,475
791,9900,139
792,196,464
793,4940,369
794,8740,452
795,9976,139
796,5753,369
797,2451,369
798,9697,65
799,1889,282
800,1659,452
801,10660,452
802,8665,464
803,8745,452
804,6595,11
805,2226,551
806,774,464
807,4872,328
808,5784,498
809,2443,474
810,8899,514
811,9719,464
812,7489,369
813,4652,474
814,2472,82
815,74,554
816,10863,369
817,3111,472
818,4918,369
819,1901,328
820,5750,369
821,11104,13
822,9991,514
823,3609,369
824,8777,452
825,4819,369
826,1967,139
827,9055,498
828,41,514
829,10013,139
830,9027,17
831,5331,139
832,4890,474
833,9007,17
834,7440,282
835,1620,328
836,11201,369
837,2187,82
838,4925,369
839,1585,7
840,1807,282
841,42,514
842,8993,296
843,11145,352
844,7343,542
845,9646,345
846,3255,328
847,8759,452
848,1694,369
849,5340,139
850,10542,464
851,8954,139
852,6936,17
853,10468,11
854,2162,126
855,1632,538
856,2152,65
857,9901,464
858,9695,65
859,1207,17
860,4277,532
861,8976,532
862,9963,139
863,3433,558
864,10335,17
865,1932,335
866,122,466
867,4730,369
868,1151,19
869,9678,532
870,10825,352
871,7075,369
872,4934,369
873,9280,62
874,757,111
875,6473,139
876,8716,464
877,8095,119
878,4460,464
879,10809,514
880,10811,514
881,2406,246
882,8532,498
883,1191,17
884,8989,296
885,10971,388
886,6599,464
887,5094,558
888,11205,369
889,10101,352
890,9981,139
891,9004,296
892,5749,369
893,8380,532
894,8951,139
895,781,514
896,5332,139
897,3080,139
898,4952,466
899,9008,17
900,2197,82
901,6017,514
902,9037,17
903,7125,328
904,8927,330
905,6486,139
906,8890,514
907,2595,558
908,3986,464
909,9105,452
910,8950,139
911,6405,330
912,6506,139
913,6440,139
914,2384,54
915,6106,54
916,5475,369
917,9328,369
918,3553,352
919,450,139
920,2435,474
921,4917,369
922,5115,126
923,2086,54
924,10208,434
925,3518,82
926,10091,139
927,6427,139
928,7415,532
929,4874,328
930,10565,466
931,10701,328
932,7173,369
933,8761,452
934,10092,139
935,357,464
936,6487,139
937,10248,17
938,7618,65
939,5459,369
940,4919,369
941,8656,139
942,7251,369
943,6610,139
944,3464,328
945,11242,282
946,9256,369
947,1138,464
948,8904,514
949,1812,282
950,6042,17
951,2273,498
952,2973,532
953,2858,548
954,7883,17
955,8540,282
956,2448,474
957,6742,222
958,2765,198
959,2068,17
960,8799,464
961,2060,82
962,5454,54
963,8807,532
964,6349,139
965,10950,65
966,1253,498
967,3762,17
968,6212,139
969,4451,464
970,3753,17
971,4041,126
972,4892,474
973,3885,126
974,7269,369
975,8936,554
976,6484,139
977,1564,201
978,5476,369
979,7447,282
980,8687,498
981,2283,369
982,10464,464
983,1854,352
984,3154,82
985,2439,145
986,7276,369
987,5345,498
988,9142,54
989,10209,532
990,137,54
991,14,139
992,8866,17
993,9031,296
994,6669,352
995,1544,561
996,5098,558
997,5470,369
998,1914,328
999,7815,82
1000,3163,369
1001,1845,464
1002,10745,17
1003,10198,532
1004,2156,126
1005,6147,139
1006,2081,168
1007,3081,139
1008,9938,139
1009,6025,13
1010,6600,11
1011,1203,17
1012,5457,369
1013,10076,139
1014,2290,369
1015,1917,139
1016,8771,452
1017,4959,139
1018,9939,139
1019,6353,139
1020,2886,369
1021,11149,352
1022,6354,139
1023,6437,139
1024,9265,54
1025,6956,352
1026,8741,452
1027,3217,452
1028,7549,210
1029,5610,82
1030,8584,139
1031,6445,139
1032,7818,464
1033,10186,102
1034,3150,474
1035,6584,330
1036,7753,514
1037,9329,558
1038,11106,514
1039,4218,369
1040,8756,452
1041,6718,228
1042,1912,82
1043,7919,345
1044,6955,352
1045,2176,126
1046,3152,369
1047,2494,514
1048,610,369
1049,1135,464
1050,13,17
1051,6568,369
1052,1008,514
1053,2124,474
1054,6728,369
1055,11112,514
1056,10764,369
1057,5400,498
1058,3076,139
1059,10225,532
1060,4265,532
1061,476,532
1062,5455,369
1063,2168,514
1064,5708,282
1065,1413,474
1066,9752,452
1067,2171,126
1068,5188,464
1069,11144,475
1070,10201,532
1071,705,139
1072,5792,330
1073,10718,514
1074,4105,514
1075,9264,54
1076,2280,94
1077,6026,209
1078,5487,369
1079,5592,139
1080,10808,514
1081,8700,452
1082,5100,369
1083,6857,82
1084,7751,498
1085,342,532
1086,7809,82
1087,8679,139
1088,9488,352
1089,68,369
1090,2375,352
1091,3425,352
1092,6249,352
1093,3950,139
1094,2444,474
1095,10249,17
1096,6206,532
1097,3995,440
1098,8606,464
1099,8770,452
1100,8565,139
1101,4922,369
1102,4867,328
1103,7704,532
1104,10093,139
1105,6485,139
1106,3293,217
1107,5105,17
1108,10082,139
1109,1457,369
1110,10396,139
1111,2452,474
1112,1148,17
1113,10493,514
1114,6428,139
1115,9857,369
1116,6609,139
1117,9261,369
1118,7469,352
1119,7788,82
1120,4291,369
1121,4322,558
1122,7845,464
1123,5758,369
1124,4960,139
1125,3644,464
1126,10469,464
1127,6351,139
1128,55,464
1129,8746,514
1130,1515,91
1131,2303,65
1132,3147,474
1133,585,17
1134,2050,474
1135,6420,13
1136,9535,282
1137,2606,506
1138,3887,126
1139,11081,514
1140,9943,139
1141,6998,369
1142,1019,369
1143,2567,498
1144,7071,56
1145,3951,139
1146,2169,126
1147,3448,7
1148,1878,13
1149,5106,296
1150,483,532
1151,7849,352
1152,90,17
1153,3247,328
1154,6079,464
1155,8998,17
1156,7240,369
1157,10196,532
1158,1629,554
1159,8592,464
1160,3633,282
1161,2434,145
1162,1319,54
1163,11207,369
1164,8058,328
1165,1920,139
1166,5512,82
1167,1791,282
1168,2875,91
1169,5339,139
1170,6252,54
1171,3662,498
1172,226,328
1173,8142,139
1174,5975,82
1175,1704,139
1176,8082,475
1177,8605,464
1178,9758,464
1179,9593,54
1180,5446,369
1181,5247,82
1182,2304,17
1183,2293,369
1184,5545,498
1185,1539,139
1186,6146,139
1187,7679,464
1188,11215,532
1189,10397,139
1190,5752,369
1191,3132,474
1192,1601,502
1193,7105,532
1194,7280,369
1195,6512,139
1196,1853,352
1197,11001,17
1198,9863,558
1199,10143,91
1200,3811,369
1201,6583,54
1202,3090,138
1203,5623,82
1204,5346,464
1205,5338,139
1206,1259,126
1207,10129,42
1208,4228,65
1209,11363,17
1210,1932,576
1211,5315,17
1212,8029,514
1213,5097,558
1214,7210,17
1215,10444,13
1216,4042,126
1217,3600,532
1218,11265,282
1219,6429,139
1220,8590,464
1221,2636,139
1222,9595,14
1223,7983,475
1224,2639,139
1225,2101,352
1226,7868,474
1227,11209,369
1228,5622,82
1229,3067,139
1230,7805,82
1231,7200,502
1232,10348,54
1233,3759,17
1234,6220,369
1235,10605,452
1236,5782,498
1237,1333,468
1238,4279,532
1239,5717,282
1240,11163,369
1241,435,5
1242,10467,11
1243,5427,498
1244,4820,369
1245,8541,282
1246,10236,138
1247,1305,282
1248,9952,139
1249,7891,139
1250,7271,369
1251,522,242
1252,6404,498
1253,11080,514
1254,4096,369
1255,4575,119
1256,6,54
1257,7945,498
1258,8750,452
1259,4487,464
1260,668,464
1261,11195,288
1262,9490,54
1263,3216,452
1264,2054,514
1265,3114,474
1266,4195,369
1267,1337,138
1268,1032,91
1269,7663,514
1270,10838,217
1271,5127,558
1272,10917,444
1273,8721,464
1274,6438,139
1275,2412,352
1276,3466,352
1277,7762,353
1278,7293,369
1279,817,139
1280,7961,54
1281,5058,138
1282,7892,139
1283,7680,464
1284,594,551
1285,10350,17
1286,9483,352
1287,2080,369
1288,480,532
1289,6805,209
1290,7853,352
1291,11093,514
1292,9605,369
1293,8995,17
1294,3303,282
1295,51,139
1296,6711,328
1297,2521,54
1298,2220,464
1299,2993,163
1300,5583,139
1301,4924,369
1302,10650,17
1303,1284,282
1304,2285,369
1305,718,452
1306,10771,369
1307,5330,139
1308,969,139
1309,9947,139
1310,6306,352
1311,5483,369
1312,4328,464
1313,3419,369
1314,3420,369
1315,6943,352
1316,7012,26
1317,2876,91
1318,1258,514
1319,6446,139
1320,1383,475
1321,3611,369
1322,10806,139
1323,6399,452
1324,9339,82
1325,3357,328
1326,8667,464
1327,9880,82
1328,2436,145
1329,8990,296
1330,2115,551
1331,8509,351
1332,9594,139
1333,11025,282
1334,9870,71
1335,529,469
1336,7174,369
1337,4658,532
1338,2172,126
1339,11084,498
1340,2397,352
1341,10461,282
1342,3442,282
1343,6580,452
1344,8729,369
1345,6630,139
1346,5493,369
1347,7298,369
1348,6842,352
1349,11082,498
1350,5723,282
1351,6791,139
1352,1234,369
1353,9941,514
1354,8898,514
1355,8192,554
1356,4965,369
1357,2194,82
1358,9691,532
1359,3110,369
1360,6398,498
1361,7289,369
1362,5719,282
1363,7305,54
1364,7808,82
1365,7470,352
1366,8386,452
1367,11094,514
1368,7224,307
1369,9233,82
1370,8910,139
1371,8821,139
1372,11216,532
1373,3771,17
1374,10474,139
1375,10766,369
1376,8773,452
1377,5611,82
1378,7666,464
1379,5851,382
1380,7982,475
1381,1156,575
1382,1595,11
1383,7619,464
1384,3218,452
1385,2038,423
1386,5845,139
1387,5492,369
1388,2641,139
1389,3122,474
1390,5783,498
1391,10203,532
1392,1107,464
1393,6362,139
1394,4485,369
1395,5639,82
1396,11266,282
1397,8283,452
1398,9602,138
1399,5582,139
1400,8695,88
1401,7942,532
1402,7225,139
1403,11048,452
1404,6831,282
1405,3459,330
1406,6715,138
1407,578,143
1408,4684,17
1409,7750,498
1410,8751,452
1411,7569,369
1412,2015,45
1413,2323,228
1414,4040,126
1415,7671,464
1416,2298,369
1417,3077,139
1418,2433,145
1419,9449,514
1420,492,483
1421,7544,97
1422,7284,369
1423,131,498
1424,9565,17
1425,8358,464
1426,1013,475
1427,4140,464
1428,1798,282
1429,7602,532
1430,8817,13
1431,1546,82
1432,7180,369
1433,7789,138
1434,9284,369
1435,8002,498
1436,5910,54
1437,5568,328
1438,5926,464
1439,2010,45
1440,2970,369
1441,10210,532
1442,11083,498
1443,4459,464
1444,241,452
1445,11166,452
1446,7272,369
1447,2364,139
1448,6022,54
1449,9346,17
1450,7181,369
1451,1621,328
1452,1299,282
1453,2163,126
1454,8722,464
1455,11047,445
1456,1612,328
1457,5314,558
1458,10361,17
1459,3694,91
1460,3754,435
1461,9200,328
1462,10221,532
1463,2292,369
1464,381,464
1465,6425,13
1466,7175,369
1467,5084,475
1468,5270,532
1469,5662,17
1470,9859,369
1471,4637,54
1472,10400,139
1473,7090,532
1474,11095,514
1475,11243,282
1476,5209,228
1477,9711,475
1478,2919,352
1479,2862,369
1480,7329,369
1481,6544,139
1482,8602,464
1483,8612,464
1484,9471,369
1485,10566,17
1486,8975,464
1487,5157,474
1488,4247,532
1489,11165,452
1490,8629,139
1491,2408,54
1492,10662,452
1493,6581,452
1494,730,282
1495,6250,464
1496,5335,139
1497,2719,452
1498,9721,139
1499,10083,139
1500,9009,296
1501,1996,495
1502,1838,139
1503,2725,369
1504,6587,330
1505,8760,452
1506,6364,139
1507,7406,532
1508,9650,514
1509,3187,23
1510,6210,139
1511,7813,82
1512,6480,139
1513,4616,54
1514,2127,91
1515,8911,139
1516,7717,330
1517,2404,54
1518,2207,532
1519,8965,369
1520,6339,352
1521,6481,139
1522,2270,464
1523,4256,532
1524,1089,498
1525,10657,452
1526,1340,138
1527,9279,369
1528,6643,139
1529,8806,352
1530,2877,91
1531,11034,464
1532,2184,126
1533,7851,464
1534,4144,139
1535,6489,139
1536,6033,330
1537,245,452
1538,3281,139
1539,4638,208
1540,1861,514
1541,2125,91
1542,8574,111
1543,6459,139
1544,8657,474
1545,5693,139
1546,11053,327
1547,4169,538
1548,6607,13
1549,2240,17
1550,2312,498
1551,2070,554
1552,6308,352
1553,10677,452
1554,8269,408
1555,10761,464
1556,366,82
1557,1605,242
1558,8723,464
1559,8648,17
1560,1969,54
1561,1818,532
1562,149,228
1563,382,464
1564,9415,352
1565,2008,45
1566,10494,514
1567,6400,452
1568,2421,352
1569,1877,13
1570,4245,532
1571,3249,328
1572,5998,464
1573,7259,369
1574,3745,558
1575,6145,139
1576,2182,126
1577,9456,352
1578,536,13
1579,2158,126
1580,5643,551
1581,6316,369
1582,1799,282
1583,1035,65
1584,2864,369
1585,946,228
1586,4481,13
1587,7492,457
1588,4937,369
1589,11318,17
1590,10199,532
1591,6078,464
1592,10933,464
1593,2644,139
1594,6154,514
1595,10080,139
1596,7703,532
1597,2743,126
1598,6500,139
1599,943,228
1600,9096,551
1601,1087,139
1602,6317,521
1603,11334,532
1604,7107,532
1605,9462,352
1606,3155,82
1607,9878,139
1608,123,54
1609,3907,139
1610,7309,217
1611,719,369
1612,3580,464
1613,6714,506
1614,1339,138
1615,3765,17
1616,6896,452
1617,5997,506
1618,2126,91
1619,7702,532
1620,6545,139
1621,3231,143
1622,1028,82
1623,1900,506
1624,39,82
1625,2823,369
1626,6548,369
1627,3418,369
1628,4592,446
1629,3970,532
1630,10893,282
1631,7890,139
1632,6596,464
1633,4857,466
1634,6444,139
1635,2602,506
1636,11348,514
1637,7943,532
1638,1918,139
1639,10838,514
1640,7563,532
1641,4461,464
1642,7156,82
1643,6590,328
1644,5198,139
1645,10220,532
1646,124,352
1647,6479,139
1648,604,17
1649,1263,514
1650,6804,209
1651,2843,464
1652,8207,558
1653,5785,498
1654,9661,464
1655,8360,452
1656,2991,163
1657,11142,369
1658,5479,369
1659,9604,369
1660,4895,474
1661,8820,532
1662,2530,532
1663,8693,7
1664,7448,282
1665,1061,139
1666,9491,352
1667,3123,474
1668,1890,514
1669,6391,498
1670,3162,369
1671,1480,126
1672,6632,139
1673,7981,475
1674,2295,54
1675,5590,139
1676,1846,464
1677,4448,464
1678,7234,464
1679,1793,282
1680,5968,514
1681,2454,474
1682,3446,464
1683,8977,228
1684,5245,82
1685,6629,139
1686,2446,474
1687,6205,532
1688,5638,82
1689,8469,464
1690,10030,352
1691,7182,369
1692,6307,352
1693,5109,558
1694,10967,408
1695,756,280
1696,10870,464
1697,4810,139
1698,11272,282
1699,6482,139
1700,3760,17
1701,2819,498
1702,451,139
1703,10263,17
1704,5095,558
1705,10865,369
1706,4853,464
1707,10005,474
1708,1511,91
1709,8962,369
1710,5796,209
1711,1297,282
1712,5489,369
1713,2033,514
1714,8083,475
1715,6477,139
1716,5870,464
1717,9861,369
1718,1088,498
1719,7136,452
1720,4137,464
1721,5859,464
1722,6631,139
1723,6875,91
1724,6673,498
1725,1134,464
1726,758,351
1727,2642,139
1728,10847,464
1729,8769,452
1730,1078,182
1731,1636,514
1732,8864,399
1733,5612,82
1734,1289,282
1735,9528,539
1736,5860,464
1737,1053,532
1738,4292,288
1739,7300,352
1740,8701,532
1741,9528,282
1742,10273,517
1743,914,328
1744,6478,139
1745,6642,139
1746,8900,514
1747,10935,17
1748,8835,13
1749,600,369
1750,2166,369
1751,1705,139
1752,2612,506
1753,5865,464
1754,8768,452
1755,9050,143
1756,10141,464
1757,5244,328
1758,5868,464
1759,299,65
1760,9112,17
1761,541,532
1762,3924,303
1763,10194,532
1764,4962,139
1765,10183,191
1766,1512,91
1767,3545,217
1768,6151,514
1769,5822,341
1770,5516,17
1771,9263,228
1772,10090,139
1773,5826,45
1774,5874,464
1775,8717,464
1776,1104,139
1777,1133,464
1778,10826,54
1779,2037,423
1780,10318,330
1781,65,11
1782,4142,464
1783,7822,464
1784,10085,139
1785,8867,17
1786,8125,452
1787,3054,139
1788,3256,369
1789,5187,464
1790,3910,139
1791,9652,514
1792,1209,532
1793,4856,464
1794,888,539
1795,1293,282
1796,8757,452
1797,10078,139
1798,1458,369
1799,9786,464
1800,3172,369
1801,7256,369
1802,1715,532
1803,120,464
1804,2874,91
1805,6582,452
1806,2645,139
1807,2232,474
1808,5961,532
1809,10860,369
1810,4904,139
1811,5871,464
1812,8594,464
1813,8291,475
1814,5617,82
1815,7059,406
1816,3515,54
1817,7920,345
1818,7810,82
1819,6401,498
1820,1137,464
1821,2726,369
1822,9023,106
1823,5706,282
1824,1590,7
1825,9553,352
1826,2772,198
1827,7137,452
1828,1676,328
1829,8845,500
1830,3503,105
1831,2014,45
1832,3602,532
1833,7755,514
1834,10202,532
1835,6525,246
1836,4894,474
1837,7168,514
1838,6594,464
1839,744,452
1840,9754,452
1841,10258,17
1842,6628,139
1843,1132,464
1844,3078,139
1845,10946,126
1846,1564,449
1847,10398,139
1848,10598,102
1849,5131,464
1850,10779,506
1851,2727,424
1852,9484,352
1853,8591,464
1854,6006,339
1855,10232,138
1856,1862,514
1857,3515,464
1858,10036,474
1859,7946,428
1860,3230,143
1861,5318,139
1862,5878,464
1863,2387,54
1864,9862,369
1865,2605,506
1866,6716,533
1867,439,5
1868,6518,139
1869,5323,139
1870,6403,498
1871,9095,551
1872,858,532
1873,1290,282
1874,3906,139
1875,7646,209
1876,1101,139
1877,6593,464
1878,1098,13
1879,4939,369
1880,9103,551
1881,4740,282
1882,10049,474
1883,3610,369
